text_id,post_text,actual,predicted,confidence
TXT_05116,@user What a shame about Punchestown. Unlikely to race at all tomorrow. I had 2 out as well in Quevega and Lietenant (2 miler!!!),Negative,Neutral,0.653
TXT_07534,"""yes. it may have ruined my social life, but I don't regret finding out about Shawn one bit.",Neutral,Negative,0.652
TXT_03014,B2ST\u2019s current nominated position for MAMA 2012 Best Male Group (5th place) Best Global Group (4th place) Artist of the Year (8th place),Neutral,Positive,0.652
TXT_01973,"""Chris Archer (TB): 4th Rays pitcher with 200 strikeouts in a season (joins Scott Kazmir, David Price &amp; James Shields)""",Positive,Neutral,0.652
TXT_06113,Aw what the hell Curtis Painter coming in and we give up 3rd and 18 conversion.,Negative,Neutral,0.651
TXT_03536,Sending troops to Iraq may be a dangerous game for Turkey: Ankara's dispute with the federal government in Ira...,Neutral,Negative,0.649
TXT_01120,Brock Lesnar on sportscenter talking about his fight with the Undertaker this Sunday.... What a time to be alive,Positive,Neutral,0.646
TXT_04713,30 million viewers for the Cowboys game this past Sunday...AMERICA'S TEAM,Neutral,Positive,0.646
TXT_07660,25 - It has been 25 matches since Messi last produced a hat-trick for Barcelona. His next will be his 25th for the club. Omen?,Positive,Neutral,0.645
TXT_02335,@user Thor just layed on the couch even he heard him. He sat up and juat ate by himself.. on the balcony..right around him no rain,Positive,Negative,0.644
TXT_05642,@user well I figured out that you have to get on the computer to make a league. The boys will have to help us tomorrow! Hahaha,Neutral,Positive,0.644
TXT_01917,"How in the HECK am I expected to go to class tomorrow, or even LIVE, after Beyonce has just killed me like this??????",Neutral,Negative,0.644
TXT_03780,John Kasich may be the only Republican Presidential candidate who I feel like wouldn't completely ruin America if elected.,Positive,Negative,0.643
TXT_04854,Smart money says Rick Perry will be the first to call it quits. He may be a winner in Texas but not nationally.,Neutral,Negative,0.642
TXT_01380,Smart money says Rick Perry will be the first to call it quits. He may be a winner in Texas but not nationally.,Neutral,Negative,0.642
TXT_07326,i suspect RBI may be next in line.. either there is going to be rate custs.. of RBI gov on way out ! @user @user,Negative,Neutral,0.642
TXT_07557,Smart money says Rick Perry will be the first to call it quits. He may be a winner in Texas but not nationally.,Neutral,Negative,0.642
TXT_02350,@user interesting that Jack Kemp and @user were both announced on the same date -- 11 August.,Positive,Neutral,0.641
TXT_03017,I might wear my Nike slides tomorrow just for that tweet,Neutral,Positive,0.639
TXT_05783,Twilight - Sauble Beach has just become my 13th picture to record 300 views.,Positive,Neutral,0.639
TXT_08635,wow there\u2019s two @user just put the previews on iTunes already they\u2019ll all be leaked by Monday,Negative,Neutral,0.638
TXT_04787,Nuit Blanche is this weekend and with it comes seeing people I miss a lot. WHY ISN'T IT SATURDAY YET?!?! #fb,Negative,Positive,0.637
TXT_05301,@user @user LeBlanc was nominated for an Emmy and won a Golden Globe\u002c so that may have something to do with it.,Neutral,Positive,0.635
TXT_07602,Frank Ocean playing omg it's like November already,Positive,Neutral,0.635
TXT_02145,Anyone going to the Romney rally in Fairfax on Monday?? Really wanna go\u002c but no car. Help!? @user,Negative,Neutral,0.634
TXT_04484,For any of those who went to see the Dancing On Ice tour this year the DVD of the tour comes out November 26th 2012,Neutral,Positive,0.634
TXT_06373,@user @user @user has said his protest is about the successful operation of terminating IRA operatives on a Sunday,Neutral,Negative,0.634
TXT_01736,"Michelle Obama, Barack Obama: Honor Colored Girls on February 28th (the last day of black history mon... via @user",Positive,Neutral,0.633
TXT_02000,I've been left in the car park. May or may not be rocking out to AC/DC,Neutral,Negative,0.633
TXT_07986,Is it coincidence that the Jets wear green?  Celebrate Halfway to St Patrick's Day this Sunday with NFL Football!...,Neutral,Positive,0.632
TXT_05563,"""Twitter-owned blog service Posterous loses multiple databases, down 6 hours+: As you may notice from the n... #TNXW""",Neutral,Negative,0.63
TXT_02583,@user Here's the link - I am the 4th poem down (it's only short!!) Called 'Songbird' - about Fleetwood Mac,Neutral,Positive,0.63
TXT_01611,"@user Jeb Bush's 1st name is not ""Jeb."" It is John. Let's be accurate with news reporting.",Neutral,Negative,0.63
TXT_08519,"@user Ive been working all weekend, still at work now. Watching Chuck Norris movies haha I'll be at Ciecmate on Friday. See you there.""",Neutral,Positive,0.63
TXT_06317,What made Aaron Rodgers so good in the final moments during Sunday's win vs. Mia... -,Neutral,Positive,0.63
TXT_04375,RT @user I copped the New StraightStuntin today last issue..... Dayum!!! Detroit models you know who to come to when u want to b ...,Neutral,Positive,0.629
TXT_08157,@user yeah. I just expect cyborg to accuse the UFC and Rousey of being afraid of her when the dec fight doesn't get booked.,Neutral,Negative,0.629
TXT_05488,No! R u sure? I didnt even know Milan is polluted . I thought all time is cleaned. To know I'm in LA to take the sun .,Neutral,Negative,0.628
TXT_06889,"""The most unrealistic thing in any movie was in """"Compton"""" when Ice Cube was sitting in front a Mac with Final Draft open writing """"Friday.""""""",Negative,Neutral,0.628
TXT_05174,@user @user @user see if you can get Norm to live tweet Big Brother on Wednesday. Thanks.,Neutral,Positive,0.626
TXT_04847,@user how excited i was because dec 9th i was going to see Asking Alexndria\u002c SS and MMF but i came home and found out what,Negative,Positive,0.626
TXT_01150,"""Starts Friday, August 7th, MAX, PAPER TOWNS, TESTAMENT OF YOUTH. Buy reserved seats online with no service fee at...",Neutral,Positive,0.625
TXT_00471,Sat next to a woman on the plane today who flipped through photos of her cat on her iPad the whole time. #spiritanimal,Positive,Neutral,0.624
TXT_07934,@user please stop by Cincinnati fire engine 3 at 329 east 9th after your show! Everyday At the firehouse revolves around Seinfeld!,Positive,Neutral,0.623
TXT_08223,Special Notice for lefties who try to watch the best show on TV\u002c Justified.  (2nd try melts tv),Negative,Positive,0.622
TXT_01008,"""My piece on Mehdi Hasan &amp; abortion on @user """"""""Yes, being pro-life does make you less of a lefty""""""""",Neutral,Negative,0.622
TXT_08174,"""TONIGHT (FRIDAY!) AT UPTOWN BILL'S COFFEE HOUSE 7 pm. Victorian Christmas Concert with Curtis and Loretta,...",Positive,Neutral,0.621
TXT_04391,Milan dropping points against sides in the relegation zone if we had those points we would be top 5 *cries in 8th place*,Negative,Neutral,0.621
TXT_06479,@user I'm thinking Dustin Johnson should get the 4th spot in the #GrandSlamofGolf,Positive,Neutral,0.621
TXT_04321,"Friday night. Got new red lipstick. I just put it on. I have nowhere to go. Lying in bed listening to Fleetwood Mac, w/ lipstick on. #lonely",Neutral,Positive,0.62
TXT_01762,"""It was just a """"man"""" that executed a Texas Deputy: If I may ...    Seems a black and gay man can be outed when ...",Neutral,Negative,0.62
TXT_06733,"""Come on Kane, I have put you on my squad for 3 gameweek. Hahahah. And I will give you 4th,and 5th chance to prove.",Neutral,Positive,0.62
TXT_08578,When Amy schumer is friends with ur 2nd grade teacher &amp; updates u on her life (she taught the other class but still),Neutral,Negative,0.619
TXT_08762,"""'America's Got Talent' semifinals begin Tuesday: We want different singers than American Idol and X Factor, said...",Negative,Neutral,0.619
TXT_05043,"""Foo fighters next monday with me mum, might have to score MD &amp; get mashed up""",Positive,Neutral,0.619
TXT_02555,Go to the AHS football game tomorrow to buy Halloween fun run tickets,Neutral,Positive,0.619
TXT_08024,Everybody is finally starting to watch naruto where the fuck you guys been. I have been watching it every Thursday since 9th grade. #rookies,Neutral,Negative,0.618
TXT_00740,@user Bernie's there like crossing his fingers that Saudi Arabia is going to wake up tomorrow and decide to take out ISIS,Neutral,Negative,0.618
TXT_08101,"""\""""""""SOUL TRAIN\"""""""" party Oct 27 Perform by~T.dot all stars..Drell~ + many more new kids on the block taking over T.dothttp://youtu.be/c2nozLNRf4M""",Neutral,Negative,0.617
TXT_07269,So I asked a diehard FSU fan about the game against Dook on Sat & they are kinda worried about Coach Cut & his Coastal division leading team,Neutral,Negative,0.617
TXT_04624,When you were gonna get some Netflix and Chill sex tomorrow but you start your period,Negative,Positive,0.617
TXT_03022,Wisconsin Gov. Scott Walker is prepared to call out members of his own party Tuesday as he unveils his own plan...,Neutral,Negative,0.617
TXT_06770,HOW DEEP IS YOUR LOVE by BEE GEES was no.3 in the UK charts on 10 December 1977,Neutral,Positive,0.616
TXT_05291,"@user @user If Israel withdrew from West Bank tomorrow it would be taken over by Hamas, ISIS or Iran in a week.""",Neutral,Negative,0.616
TXT_03269,Damn near thinking about selling my ticket to Chris Brown show on the 19th,Negative,Positive,0.613
TXT_07854,"@user Can I please have a follow, I need someone to obsess with over AHS by Wednesday""",Neutral,Positive,0.613
TXT_03305,"""\""""I saw my father march with Martin Luther King\"""" & \""""My father and I marched with MLK Jr. through the streets of Detroit\""""",Neutral,Negative,0.612
TXT_06362,I have to start packing tomorrow for Auburn just so I won't forget anything Saturday morning.,Positive,Negative,0.612
TXT_04018,Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am.  Then...,Positive,Neutral,0.611
TXT_03138,Wilshere didn't play for Arsenal on Saturday and most papers report he's 'doubtful' for Newcastle. Why would there be an England 'row' ?,Neutral,Negative,0.608
TXT_01175,This new shirt\u002c with a quote from Dr. Seuss\u002c reminds us that weird we may be\u002c but love is just as weird!,Neutral,Positive,0.608
TXT_08633,"""See what Max Hastings was trying2say with 'Boris Bikes' comment, just wish he'd said 'Cycle Super Highways' instead!",Positive,Negative,0.608
TXT_03224,ugh why everyone going to Athens Saturday night. go Friday!,Negative,Positive,0.607
TXT_06829,ugh why everyone going to Athens Saturday night. go Friday!,Negative,Positive,0.607
TXT_06888,Send me Lwanga's hw packet and I will buy you Dunkin tomorrow morning,Neutral,Positive,0.606
TXT_01829,"""Paul Rudd stars as ANT-MAN, showing tonight, tomorrow and Sunday. Rated PG-13. Showtimes are at 7:15 each night....",Positive,Neutral,0.606
TXT_08423,I just sat here and watch @user  snap about Kobe Bryant  I'm too done @user  should know better,Negative,Neutral,0.606
TXT_08220,@user oh wow! Did you just trade Elvis? I\u2019m just saying @user may not like you! :),Negative,Positive,0.604
TXT_04798,I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!,Positive,Negative,0.601
TXT_08511,If you are not entertained when turning WWE on a Monday night  then there's something wrong with you. - Brock Lesnar. I agree.,Positive,Negative,0.601
TXT_01821,@user Reggie isn\u2019t interested in dealing picks like the old regime.  Can\u2019t see him parting with anything other than a 6th or 7th,Negative,Neutral,0.6
TXT_06185,"If Cena ties Ric Flair's 16th World Titles, that will truly be a slap in the face of Flair. Ridiculous #RAW",Negative,Neutral,0.6
TXT_08992,What would happen if Thor just sat his hammer down on top of somebody?,Neutral,Negative,0.6
TXT_02483,"@user @user If the election were held tomorrow, I'd only vote for Bernie Sanders.",Positive,Neutral,0.599
TXT_05099,@user @user Seth Rollins great match with Neville on Monday night raw very entertaining match,Positive,Neutral,0.597
TXT_08173,@user @user Seth Rollins great match with Neville on Monday night raw very entertaining match,Positive,Neutral,0.597
TXT_00404,We add our regrets for yesterday's tragedy at the Pride Parade. May Peace Happen during our time.  Shabbat Shalimar,Neutral,Positive,0.596
TXT_05875,It is scary that Kris Bryant is the 4th best hitter on the cubs..,Negative,Positive,0.596
TXT_05268,Nothing like a Merseyside Derby to start a Sunday off! Let us know your thoughts about todays big EPL Matchups!,Positive,Negative,0.595
TXT_00400,"""To Kpop fans, we song along to vocals, 2nd voices, raps, fanchants, do the instruments &amp; even perform its own choreo",Positive,Neutral,0.595
TXT_00568,Samsung will be unveiling the Galaxy Note 5 on August 13th,Neutral,Positive,0.595
TXT_01869,"""Marvel kicks off the presentation! Alan Horn starts by praising Ant-Man's #1 opening, which he says is Marvel's 12th consecutive #1 opener.""",Positive,Neutral,0.592
TXT_08708,Pancakes for a dollar tomorrow at Ihop... you're welcome,Positive,Neutral,0.592
TXT_03712,Seahawks are 31st in passing avging 182.2 per game but remember Russell Wilson is the best QB in the league if you listen to any analyst.,Positive,Negative,0.591
TXT_02996,Back to our normal schedule tomorrow! Get the kids to school and get yourself to YOGA!!!   9:15 -   Vinyasa...,Positive,Neutral,0.591
TXT_00695,Wish @user was in the 574 so we could go to IHOP tomorrow,Positive,Neutral,0.591
TXT_01490,"@user ""Harper"" looks tired. Do you ever sleep? Then again, I should be too. I have to get up early tomorrow.",Neutral,Negative,0.59
TXT_03008,I'm telling you if Bernie Sanders picked Kanye as his running mate right now he would win the election tomorrow BUT NO ONE LISTENS TO ME,Neutral,Negative,0.59
TXT_03685,Negros at Richwood do sh-t like : Fw/ the same hoes & bet who gone hit her 1st o_O,Negative,Neutral,0.59
TXT_08217,@user watch adele release it late december and block the charts... and then when she's done sam smith is coming,Positive,Neutral,0.589
TXT_02779,@user watch adele release it late december and block the charts... and then when she's done sam smith is coming,Positive,Neutral,0.589
TXT_01760,If we\u2019re still 3rd favourites at the end of the day then odds have more shit than White Hart Lane and Anfield put together.,Negative,Neutral,0.588
TXT_05249,If we\u2019re still 3rd favourites at the end of the day then odds have more shit than White Hart Lane and Anfield put together.,Negative,Neutral,0.588
TXT_06308,"""RT @user Fire up the outrage machine, because Channel 4 are showing Four Lions as part of a 9/11 anniversary season: ...""",Negative,Neutral,0.587
TXT_08492,"""This #GOP race is seriously getting out of hand. Who in the blue heck is John Kasich? Or red heck, as the case may be here.""",Negative,Neutral,0.586
TXT_02701,I wanna go to the kendrick concert tomorrow but thats like a death trap,Negative,Positive,0.585
TXT_04124,"""remember when ashton tweeted me about the 1st atlanta meetup :,)""",Positive,Neutral,0.584
TXT_05394,Unplanned 6th Day of Eid with Bestie! #Eid2015,Neutral,Positive,0.583
TXT_07122,Katy Perry performing at the Super Bowl halftime show in Feb. Damn sure wouldn't mind a wardrobe malfunction..,Positive,Neutral,0.583
TXT_06580,It was weird seeing Robert Griffin the 3rd and Justin Tuck playing football and not eating subway sandwiches,Neutral,Negative,0.583
TXT_08919,Unplanned 6th Day of Eid with Bestie! #Eid2015,Neutral,Positive,0.583
TXT_07301,@user if I fade 1st colony later on the h60d ima hit you with some spliff Nike's,Positive,Neutral,0.582
TXT_03560,I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,Neutral,Negative,0.582
TXT_02405,I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,Neutral,Negative,0.582
TXT_02062,@user if I fade 1st colony later on the h60d ima hit you with some spliff Nike's,Positive,Neutral,0.582
TXT_05125,Frank Gifford was the only sportcaster to do both play by play and color commentary for Monday Night Football. #funfact,Positive,Neutral,0.582
TXT_08313,Having a really hard time processing that Connor Howell sat on the Curtis side at the game last night.,Negative,Neutral,0.581
TXT_00649,May God bless the people of Israel and keep them safe.,Positive,Negative,0.581
TXT_04506,May God bless the people of Israel and keep them safe.,Positive,Negative,0.581
TXT_08532,"""Defund PP!""   Says Bobby Jindal, governor of the State with the 5th highest teen pregnancy rate in the nation...  Maybe no, Bobby.",Negative,Neutral,0.58
TXT_03635,Amazon Prime Day sales up 18 per cent on Black Friday: Amazon has detailed its plans to make Prime Day an annu...,Positive,Neutral,0.58
TXT_01346,@user I got you homie and yeah a lot people haven't Curtis saw me fight 2 oils riggers in CS lol but I might fight Dec 14th,Neutral,Positive,0.579
TXT_04534,"""Since Midnight Memories, I knew that Zayn will be the 1st to left, I watched almost all of their performance &amp; Zayn is not that into them.""",Neutral,Negative,0.579
TXT_04677,"@user haha no, the first was just Barca and then I put the ""|"" just to separate for my 2nd club",Positive,Negative,0.578
TXT_00284,So tired of Chelsea and their mind games with Costa injuries. Watch him start and play 90 minutes tomorrow.,Negative,Neutral,0.578
TXT_04029,Had a dream last night that EJ started Sunday against the Vikings and threw for over 400 yards and 5 TDs...a man can dream right?,Positive,Neutral,0.578
TXT_07291,Tip to Apple CEO: u may want to stop outsourcing your mapping apps to China. While UR @ it how bout bring all those manufacturing jobs back.,Neutral,Negative,0.575
TXT_07372,#StarWars #TheForceAwakens is opening at 500 less cinemas in the US than the 3rd Twilight movie - What??,Negative,Neutral,0.575
TXT_06298,"""Katy Perry - """"You just gotta ignite the light, and let it shine! Just own the night, like the fourth of July! Cause baby you're a firework""""""",Neutral,Positive,0.574
TXT_03289,Do you know who Paul Dunne is? He may make history tomorrow. Hear how! @user has details now!,Positive,Neutral,0.573
TXT_06760,Dustin Johnson doing it again on a major Sunday. Unreal.,Positive,Neutral,0.573
TXT_01311,@user They launched the day of the Carling Cup Final\u002c did you not see the Dont Buy The Sun posters? #DontBuyTheSunANYDAY #JFT96,Neutral,Negative,0.573
TXT_01375,Kendrick Lamar may (or may not) have brought out the best (or worst) of me.,Neutral,Positive,0.572
TXT_02620,It's the FINAL day to get your #tickets for our Annual Gala on Sat.! Join us &amp; follow along online with #RethinkingHunger #nyc...,Neutral,Positive,0.572
TXT_02147,&gt;Gamergate is a hate group &gt;Amazon Prime Day is going to be bigger than Black Friday  What do these two things have in common....,Negative,Neutral,0.571
TXT_03118,Watching the news about sandy.. makes my problem seem so small. Yet I had a headache all day. =\ on another note tom is my friday!,Negative,Positive,0.57
TXT_08908,@user best get ya tongue ready  I warned you!! No sweets..No kebab eastenders and Waterloo road for you tomorrow then! disappointed!!,Negative,Positive,0.57
TXT_08718,@user best get ya tongue ready  I warned you!! No sweets..No kebab eastenders and Waterloo road for you tomorrow then! disappointed!!,Negative,Positive,0.57
TXT_00614,"Mass Mayor Puts Jindal On Blast - Bobby Jindal may not make the first Republican primary debate, but he has found ...",Neutral,Negative,0.569
TXT_07384,Shows on the Great White Way were cancelled Sunday and Monday and Radio City Music Hall al,Neutral,Positive,0.569
TXT_01409,"Mass Mayor Puts Jindal On Blast - Bobby Jindal may not make the first Republican primary debate, but he has found ...",Neutral,Negative,0.569
TXT_08856,"""Selena's greatest hits album is set to come out November 24th, &amp; it's called 'For You' it will include 2 new...",Neutral,Positive,0.569
TXT_08624,@user @user @user well if thats the case the Kane and Eriksen got us out of the shit last season and got us 5th not Poch,Neutral,Negative,0.568
TXT_00470,@user @user HELP!! Bobby Jindal has just doomed Louisana.,Negative,Neutral,0.568
TXT_06967,if my mom goes t the U.S. open tomorrow without me and Niall is there I will end myself so fast,Neutral,Negative,0.567
TXT_08039,Democrats call on Lt. Gov. Ard to resign: Democrats called Thursday for the immediate resignation of Lt. G...,Negative,Neutral,0.566
TXT_03569,@user That 4th down play in the Colts game back in 09 is one of the dumbest decisions I've ever seen,Negative,Neutral,0.564
TXT_06126,@user I miss my kitty.. he used to chase the sun reflection of my ipod on the wall..,Neutral,Negative,0.564
TXT_06986,"""Yeah, I get text notifications if it's supposed to be cardigan weather tomorrow @ Island Paradise Apartments",Neutral,Negative,0.562
TXT_07796,I wish Nicki would have flew across the stage and slapped that hoe !,Negative,Positive,0.562
TXT_07125,I wish Nicki would have flew across the stage and slapped that hoe !,Negative,Positive,0.562
TXT_07357,"@user -She began to feel a little offended by what he was saying.- """"Loki... Like I would report back to Thor. He may be my father +""",Neutral,Negative,0.561
TXT_05017,Kim Kardashian launches Kimojis including image of her bum: It may just be the ideal last-minute... Daily Mail UK,Positive,Negative,0.56
TXT_03332,I feel do bad.. My boo Asia bday event maybe cancelled for this Sunday!... I was soooo looking forward to it,Negative,Positive,0.56
TXT_02743,Don\u2019t flirt with disaster! Get you tickets quick for MOLLY HATCHET at UNDERWORLD - 1 Dec,Neutral,Negative,0.559
TXT_01787,when you realize Tomorrow is when you will witness grace and beauty...    I'm talking about sam smith....,Positive,Neutral,0.559
TXT_08348,The bullet riddled vehicle in which UDR Lance Cpl David Halligan was killed by the IRA outside Armagh on 17 Nov 1989,Neutral,Negative,0.556
TXT_02026,Qatar should receive the same help from Hezbollah that Israel got from Qatar in last Gaza war.,Neutral,Negative,0.556
TXT_01472,Oh my god the video is out tomorrow THE FIRST VIDEO AFTER ZAYN LEFT ONE DIRECTION IS OUT TOMORROW DIG A HOLE AND THROW ME IN THERE,Positive,Neutral,0.555
TXT_04303,"@user planning on AC/DC live in Moncton? Coming up sooner than later, in Montreal on the 31st. At the big ""O"".",Positive,Neutral,0.554
TXT_03640,"""Saturday ill be at the LSU game with a """"""""fire Les Miles"""""""" sign big faded""",Negative,Neutral,0.553
TXT_00814,Soccer Saturday with our son. They\u2019re playing the hardest team in the league. Then the All-star game. #proudparents,Positive,Neutral,0.553
TXT_07190,Tonight Dr. Terrie Hale Scheckelhoff will be formally installed as the 11th Head of School. Welcome to the Saints family @user,Positive,Negative,0.553
TXT_05480,@user YUP. And did you watch Degrassi from friday yet? looool awkward campbell,Negative,Positive,0.553
TXT_02010,"Tomorrow, I pray the Persian people will stand with Trump in Washington and stop Obama's nuclear insanity.",Neutral,Negative,0.552
TXT_04146,"@user  - when is the last time Christian hung gays?  i'll tell you the last time Islam hung gays,  yesterday, today &amp; tomorrow, etc, etc""",Negative,Neutral,0.552
TXT_06409,Hate to admit it but Arod is good in the booth. Interrupted Harold talking about Thor costumes for the 8th time and provides real insight,Neutral,Positive,0.551
TXT_02664,We may see negative poll Numbers for most of the republican candidates by nov.. -11 Ted cruz -5 Scott walker -1 Jeb bush  LOL #MeetThePress,Neutral,Negative,0.55
TXT_01920,"""FIRE IN THE ASHES: 25 Years Among the Poorest Children in America by Jonathan Kozol comes out Tues, avail for pre-order""",Neutral,Negative,0.55
TXT_03242,"""Going to see Foo Fighters in concert tonight, Kenney Chesney tomorrow night + the MTV VMAS with Miley Cyrus hosting in Hollywood on Sunday!!""",Neutral,Positive,0.549
TXT_02592,@user I really want @user to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC,Positive,Neutral,0.548
TXT_06611,An incredible day in West Liberty\u002c Ky. A small but strong community moving forward after March 2 tornadoes.,Positive,Negative,0.548
TXT_04879,@user I go to church every Sunday since I was little. I\u2019ve sinned\u002c but idk. Young Life is great but they have the wrong idea about,Negative,Positive,0.548
TXT_07547,"@user Dark Souls is pretty much near the bottom of the list for me to finish, along with many MANY RPGs,gotta get thru short ones 1st""",Negative,Neutral,0.547
TXT_08894,Saudi Arabia sentences woman to death by stoning for adultery but the man gets off with just 100 lashes: A mar...,Negative,Neutral,0.547
TXT_01926,"@user Dark Souls is pretty much near the bottom of the list for me to finish, along with many MANY RPGs,gotta get thru short ones 1st""",Negative,Neutral,0.547
TXT_06394,&lt;Desiree&gt; The Royalton Riviera Cancun is very kid-friendly! Curtis just found out that he may not get to go on...,Positive,Negative,0.546
TXT_06135,&lt;Desiree&gt; The Royalton Riviera Cancun is very kid-friendly! Curtis just found out that he may not get to go on...,Positive,Negative,0.546
TXT_04546,Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ?,Negative,Neutral,0.546
TXT_02464,Enjoy your networking? Cocktails with Pandas or beers at Adelaide Oval on the agenda at #innovationgeneration,Positive,Neutral,0.546
TXT_08254,Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ?,Negative,Neutral,0.546
TXT_02485,Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun.,Positive,Negative,0.544
TXT_01718,"@user @user Monday was the Labor Day holiday. We are catching up with the 11,000 tons of trash that didn't get picked up.",Negative,Neutral,0.542
TXT_03678,@user 1st using the Pacers...never even practiced with em.,Negative,Neutral,0.542
TXT_07945,I remember watching Friday I would always think Ice Cube was cute but now he's old :/,Neutral,Negative,0.542
TXT_03407,"@user @user Monday was the Labor Day holiday. We are catching up with the 11,000 tons of trash that didn't get picked up.",Negative,Neutral,0.542
TXT_08175,Funny how when Holly Holm's manager talks about quick turnaround he gets mocked by Dana White. But McG it's OK? SMH,Positive,Negative,0.542
TXT_05213,going to scream and laugh extra loudly tomorrow at Disneyland with starli,Positive,Neutral,0.54
TXT_08599,Martin must be dreading it. It\u2019s make or break for him tomorrow. It\u2019s the nature of the beast,Negative,Neutral,0.54
TXT_03962,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Neutral,0.54
TXT_05541,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Neutral,0.54
TXT_01912,Selling Day for a Night Free Press Passes Ft. Kendrick Lamar. $40 for 2 day pass. Kendrick performs tomorrow at 9:30 p.m. Hmu if interested,Positive,Neutral,0.539
TXT_06193,@user @user and IOS and he said thats it was no longer the 8th he said he Jinxed it and now is going to take longer.,Positive,Negative,0.538
TXT_04286,Before We Go (Chris Evans) opens at Ster-Kinekor on the 27th. See trailer here,Neutral,Positive,0.538
TXT_03446,Highly doubt that iPad will be covered during the #AppleEvent tomorrow.,Negative,Neutral,0.538
TXT_04461,Who wants to go to a Pride Parade with me Saturday?,Positive,Neutral,0.538
TXT_01348,Start your week off right. Monday night is Food Trucks at Art Park. Click the link for all the info:...,Neutral,Positive,0.537
TXT_07012,"""Congrats James Franklin...that was the dumbest call I've seen not only today but maybe ever. 4th &amp; 11 fake punt sweep, up 3 at midfield lol""",Negative,Positive,0.537
TXT_08707,"""Better value phone that Moto G 3rd generation? But Android only, people. I see you, you iTits.""",Neutral,Positive,0.536
TXT_08505,Not a great start for the amateur Paul Dunne. Imagine having to compose yourself to hit your third ball (5th shot) off the tee on hole 2!,Negative,Positive,0.536
TXT_08371,Report: Steelers can\u2019t find hotel\u002c to travel Sun.: The Pittsburgh Steelers will fly to New York only hours before playing the Giants ...,Negative,Neutral,0.535
TXT_06683,Lady Gaga accepted Billboard's Woman of the Year award Friday and spoke out during her speech against sexism in the music industry.&amp;nbsp;,Positive,Neutral,0.534
TXT_03449,"""Totally worth watching Nirvana's 1st interview w/ MTV, if only for @user banter towards the end.",Positive,Neutral,0.533
TXT_02402,"""Y'all, she may have made a pop album, but Nicki can kill almost anyone in this industry right now. Gun to the head of everybody.""",Neutral,Negative,0.533
TXT_08455,"""if Twilight wins all the awards at the TCA's tonight, I will burn my Twilight posters k? ok.""",Negative,Positive,0.533
TXT_06880,New Orleans Saints defensive end Martez Wilson's helmet Sunday night during the Broncos' 34-14 victory.,Positive,Neutral,0.532
TXT_02799,"""10 Dec 1971-Third UDR soldier in four days, along with one who recently resigned, was shot dead by the IRA in Clady",Negative,Neutral,0.532
TXT_05574,It's NFL kickoff but you don't like Tom Brady so come to @user and my show next Thursday 9/10@7pm! Get tix,Neutral,Positive,0.531
TXT_00303,@user May there be no injuries so we can beat the Brits.,Positive,Negative,0.531
TXT_06466,"""Piers Newbery : @user  Murray breaks back in the 3rd, huge roar, crowd loving it. Not sure Lamps expe......",Positive,Neutral,0.53
TXT_04942,@user Plays Lt. Joe Bishop on the hit new series #BeautyandtheBeast !! Check it out every Thur. 9/8c on CW Network!!,Neutral,Positive,0.53
TXT_08560,@user on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;,Positive,Neutral,0.53
TXT_02989,APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!!    Let this video of YES PREP Senior Signing Day inspire you as...,Positive,Neutral,0.53
TXT_04603,"""Piers Newbery : @user  Murray breaks back in the 3rd, huge roar, crowd loving it. Not sure Lamps expe......",Positive,Neutral,0.53
TXT_00757,I may have threw up in my mouth and screamed a little when the trailer came on before Paper Towns,Negative,Positive,0.529
TXT_01014,"Yo, if you paid $57-$77 to go see Eric Church at the State Fair...may the Lord have mercy on your souls.",Negative,Positive,0.529
TXT_07466,@user @user @user @user the other picture is bobby jindal or nikki haley or an anchor/tourist baby/14th Amendment,Neutral,Negative,0.528
TXT_01438,"I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?",Positive,Neutral,0.528
TXT_08162,"I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?",Positive,Neutral,0.528
TXT_08069,"I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?",Positive,Neutral,0.528
TXT_07255,anyssa just said that when the boys started singing c'mon c'mon at WWA all she thought about was me,Neutral,Negative,0.527
